client_id	path	sentence	age	gender	accents
c89c98e09ba291a59dcf50274f317afea219dc8f066c3eac70d7c7136cb2bdb775d92071cdc15f8cec21bc102a30e45278c0bdda43bd324b5ef33952236032f2	common_voice_en_32704289.mp3	The Smallest Ship that Ever Crossed the Atlantic!	twenties	male_masculine	United States English
c89c98e09ba291a59dcf50274f317afea219dc8f066c3eac70d7c7136cb2bdb775d92071cdc15f8cec21bc102a30e45278c0bdda43bd324b5ef33952236032f2	common_voice_en_32704291.mp3	The settlement did not prosper.	twenties	male_masculine	United States English
ca2675b7283d5ab8db2609f77707591a20442c6db2164721c4d5ed661ef762c852fb0105a77e3bdfb85cbe292208485e1f7abf34ce6694e9c983d43696f0d5d0	common_voice_en_32827836.mp3	The chambers have paved floors.	seventies	male_masculine	Australian English
ca2675b7283d5ab8db2609f77707591a20442c6db2164721c4d5ed661ef762c852fb0105a77e3bdfb85cbe292208485e1f7abf34ce6694e9c983d43696f0d5d0	common_voice_en_32827837.mp3	The stipes are unbranched.	seventies	male_masculine	Australian English
ca2675b7283d5ab8db2609f77707591a20442c6db2164721c4d5ed661ef762c852fb0105a77e3bdfb85cbe292208485e1f7abf34ce6694e9c983d43696f0d5d0	common_voice_en_32827838.mp3	Bellingcat confirmed that the video shows the same massacre as the earlier videos.	seventies	male_masculine	Australian English
d1d2783ca2e190ae3bcb4b14fb894f5df1cc89d2ba31443fe15dfb47a2668c619b7788282ad07f74427a0df006b2f7f58db009215bc314841e07256e9b30c1e7	common_voice_en_158507.mp3	That'll close my account.	twenties	male_masculine	United States English
d21cf645e7b201a03efa3f7bdd6841e8452d565d08e4365a54d8655b5d00a913fb163524bf67ee783dc6fb5011bdd46423a58db53fdf8e20cdd2e319938ad51f	common_voice_en_37976443.mp3	It was speculated that the engine which powered the officers kayak was heard.	twenties	female_feminine	Australian English
d80006d557afbecee4591265e043f0cf37f81ec47fc1ed96408dc52ed181a90e7226237c203da0d62ea5817a7cd17d6ff5e386bb99fa9d87b7078e740d0fffb7	common_voice_en_31776611.mp3	The published version was dedicated to the politician Lord Berkeley.	thirties	male_masculine	United States English
d80006d557afbecee4591265e043f0cf37f81ec47fc1ed96408dc52ed181a90e7226237c203da0d62ea5817a7cd17d6ff5e386bb99fa9d87b7078e740d0fffb7	common_voice_en_31776613.mp3	He started in the mechanization department of the Main Industry Group in Eindhoven.	thirties	male_masculine	United States English
da056758f8f7fc6b143d3f32a931677e9a48e3ff682980e2c750abc19b598852c568c10f6314066d429a128cd620d6ca7205f3f8044c8a2766beefd5bfc33d56	common_voice_en_57542.mp3	A little boy chasing a ball through his poor city.	thirties	male_masculine	England English
da056758f8f7fc6b143d3f32a931677e9a48e3ff682980e2c750abc19b598852c568c10f6314066d429a128cd620d6ca7205f3f8044c8a2766beefd5bfc33d56	common_voice_en_57543.mp3	A man wearing a black shirt is playing a guitar.	thirties	male_masculine	England English
dcec0f9890a5776d9221db3e42c7e90518eab14eb96f573508db919d9294fa643db27f59f1db1e0b83b316c4ca4ffd211b217638fd699ad5824da788615c7352	common_voice_en_35011969.mp3	Roy Memorial Hospital for Children.	twenties	male_masculine	United States English
dcec0f9890a5776d9221db3e42c7e90518eab14eb96f573508db919d9294fa643db27f59f1db1e0b83b316c4ca4ffd211b217638fd699ad5824da788615c7352	common_voice_en_35011971.mp3	The Operator and Owner is the Exelon Corporation.	twenties	male_masculine	United States English
e3599f708b9537dd788ba33967a8104904b0e9b7e2cb7c274eeef646284e7d0839b93cca4f7c4fb18ba82a68047bbd1df2e7ed8c3234c7800c862bfe59eda52a	common_voice_en_209912.mp3	How sharper than the serpent's tooth it is to have a thankless child	twenties	male_masculine	United States English
e60de21fdfdb4da1046f7281c55b591d3c11c0bb672bef7982c479b2dd828622587d193097a88703e8ef78ff6d2f5a69782816493eacdaae564aa5b883c9b5f2	common_voice_en_32267025.mp3	He was one of the first commercial growers of avocados in the State.	thirties	male_masculine	Second tongue
e60de21fdfdb4da1046f7281c55b591d3c11c0bb672bef7982c479b2dd828622587d193097a88703e8ef78ff6d2f5a69782816493eacdaae564aa5b883c9b5f2	common_voice_en_32267026.mp3	A representative of the species usually accompanies the legionaries in military parades.	thirties	male_masculine	Second tongue
e619ee35daa1a84f732d2804cbd175ee014c3d3a23fb3f4fee3aad92735c027c1d4f2d69fa049e761999c2aff3603cbfa2773c90f701660c55b391ba14eb5d38	common_voice_en_32117455.mp3	Which they sell very easily.	thirties	female_feminine	England English
e619ee35daa1a84f732d2804cbd175ee014c3d3a23fb3f4fee3aad92735c027c1d4f2d69fa049e761999c2aff3603cbfa2773c90f701660c55b391ba14eb5d38	common_voice_en_32117456.mp3	It is notable for being the only deterministic global optimisation software that supports supercomputing.	thirties	female_feminine	England English
e619ee35daa1a84f732d2804cbd175ee014c3d3a23fb3f4fee3aad92735c027c1d4f2d69fa049e761999c2aff3603cbfa2773c90f701660c55b391ba14eb5d38	common_voice_en_32117457.mp3	The steam engine in the pumphouse was made by Smulders.	thirties	female_feminine	England English
ea0ea478fe3b06d7574656656b20a5999cf4a7b439740785db81f03c31a6cd6bfdc6fc251b1c98e9673cca0ad9a94693d5c5444bfc4c5a2c94974f73959a2b8e	common_voice_en_38566030.mp3	In Ireland, the four universities all have a chancellor as their figurehead leader.	fifties	male_masculine	United States English
ef393675a7a35e1fa971c19381b79104652c8224036bcaa5db4c2e87cedbbe2d1d9ae7dbf57a828652892375cad5b3acff20877a75fe60491c139b42ae2697f0	common_voice_en_37948155.mp3	Psychoacoustics is a division of acoustics that studies this field.	fifties	male_masculine	Irish English
f1e57847c121565237b2d363006befb9db8d5a88b76070fbc25fcbbdb66f58f2be615fde58f3f977fb1036e295557f3d860bd7c046b09067c0562cd2fe3bcd6c	common_voice_en_25216966.mp3	South Korea plans national digital currency using a Blockchain.	thirties	male_masculine	United States English
f27dc5b34dc87c8036d53ccfe1cab82bfae458db565481f0dfa3b1a264c55893edf315eb7fd2ce23de38a7584d9cf48f053e647a11fd77ef5babcdaee9424e73	common_voice_en_39820939.mp3	Many different routes have been travelled through the years.	twenties	male_masculine	United States English
f7fd7ddce73f5e9b5a0e3f7b05096a97cea78aa77acb750587c70eee9ddf08d9e730b862e6b0444d083fccb36db961013bb49acdda15d381489b7d70d4f0aed0	common_voice_en_25086417.mp3	Briones Regional Park borders the Alhambra Valley to the south.	twenties	male_masculine	United States English
f8644974d2743351d4335a65c9580820ac12dad51eb8b91f223459a9f88da233b33be286ae205d96fd2254999f6240270b33e5af1f64e95300e8792e54345b04	common_voice_en_37870005.mp3	For this victory, Foch was granted the title Marshal of France.	thirties	male_masculine	United States English
f9d78b9b61b2128f01c51dc1adb55447235fc5a04cb70e0abb078924dfce23e550517f004257047e533b7be616a2d77333634c45d9a6d66990539db0fb753c75	common_voice_en_23815831.mp3	Leave to apply for mandamus is hereby refused.	teens	male_masculine	United States English
fa9784d85f2ec0c7aaf19d0b2113bd0a9ab0df0a23f4e51c9433ff75055d6c10bbb6448eb0a1001417d6077799301201bceff2659f201eec5fb9edc05ec99beb	common_voice_en_37232168.mp3	There are several small lakes in the northwest and southwest sections.	teens	male_masculine	Czech
fa9784d85f2ec0c7aaf19d0b2113bd0a9ab0df0a23f4e51c9433ff75055d6c10bbb6448eb0a1001417d6077799301201bceff2659f201eec5fb9edc05ec99beb	common_voice_en_37232169.mp3	Three knappers used the same direction all the time.	teens	male_masculine	Czech
02fc3eabaaf2f74835077210dd2b23ab4ed860a3133eb7ba5f2d5290647ba88411f2cd732b7607c9f01df5fad567d576ca028594bf2f7d5fcbc8c6518413f58a	common_voice_en_19082846.mp3	Carl and Karin Larsson declared themselves overwhelmed by such success.	twenties	male_masculine	United States English
056a8d4d624df6272e290388294861e28c185f23e85d37dd36a6f1f78eb68629e39cedafe93f24d0f7910c3b1c32de2fd6842c6ee17d8475b1d73adb6d50ec84	common_voice_en_31350444.mp3	Grace Green Roosevelt was born in San Francisco to Brig.	thirties	male_masculine	United States English
056a8d4d624df6272e290388294861e28c185f23e85d37dd36a6f1f78eb68629e39cedafe93f24d0f7910c3b1c32de2fd6842c6ee17d8475b1d73adb6d50ec84	common_voice_en_31350445.mp3	The trip was also delayed further due to strong winds and inclement weather.	thirties	male_masculine	United States English
056a8d4d624df6272e290388294861e28c185f23e85d37dd36a6f1f78eb68629e39cedafe93f24d0f7910c3b1c32de2fd6842c6ee17d8475b1d73adb6d50ec84	common_voice_en_31350446.mp3	There are three electrified tracks at the station.	thirties	male_masculine	United States English
056a8d4d624df6272e290388294861e28c185f23e85d37dd36a6f1f78eb68629e39cedafe93f24d0f7910c3b1c32de2fd6842c6ee17d8475b1d73adb6d50ec84	common_voice_en_31350448.mp3	He had stints as coach with Benfica and Belenenses.	thirties	male_masculine	United States English
076c4c79fd0a1682193b96ebe1b8aa91f9edc7d8b5024c54ed982900493edcc335c222fd9439c8dfcbde29704d9c95d425af20881d4f11e8d0f107fc301c6717	common_voice_en_34891885.mp3	It is based in Redwood City, California.	twenties	female_feminine	Hong Kong English
076c4c79fd0a1682193b96ebe1b8aa91f9edc7d8b5024c54ed982900493edcc335c222fd9439c8dfcbde29704d9c95d425af20881d4f11e8d0f107fc301c6717	common_voice_en_34891886.mp3	The other phase is mostly silica, which is insoluble.	twenties	female_feminine	Hong Kong English
08c96c28c2d7232e227cb6ea0d73404f420b994d50a8af498995464b0f8a4f48b312e58e8191b04da0b8d60f3301d280ec7d7b8f9b8a9ba00ffda89966e4280c	common_voice_en_35122043.mp3	Houle attended Saginaw Valley State University and was a star kicker.	thirties	female_feminine	United States English
08c96c28c2d7232e227cb6ea0d73404f420b994d50a8af498995464b0f8a4f48b312e58e8191b04da0b8d60f3301d280ec7d7b8f9b8a9ba00ffda89966e4280c	common_voice_en_35122045.mp3	The genus was first described by Johann Hedwig.	thirties	female_feminine	United States English
09df84c2a2841cd286cc22f5dc47d0f662dab23ec13576d1084f9ce197e2046e792d4eff5c4fabe97845f3e92e9ccce77ca393c208c4fe3487de0700229f561d	common_voice_en_37478131.mp3	The love of his life is Lucy Brandon.	twenties	male_masculine	United States English
09df84c2a2841cd286cc22f5dc47d0f662dab23ec13576d1084f9ce197e2046e792d4eff5c4fabe97845f3e92e9ccce77ca393c208c4fe3487de0700229f561d	common_voice_en_37478132.mp3	Draw lines across the connected faces, joining adjacent points.	twenties	male_masculine	United States English
09df84c2a2841cd286cc22f5dc47d0f662dab23ec13576d1084f9ce197e2046e792d4eff5c4fabe97845f3e92e9ccce77ca393c208c4fe3487de0700229f561d	common_voice_en_37478133.mp3	Her father died when she was but four years old.	twenties	male_masculine	United States English
09f6eb49ac59d66919189af0aa0c173b8fbd9996c736a40d237a946d8480ea4709d908aed0d96a03f0e549a61890d821f3ec66d9f7325da613c966a1e1cf94d2	common_voice_en_32269930.mp3	He was the son of Admiral Henrik Bielke.	fifties	male_masculine	England English
09f6eb49ac59d66919189af0aa0c173b8fbd9996c736a40d237a946d8480ea4709d908aed0d96a03f0e549a61890d821f3ec66d9f7325da613c966a1e1cf94d2	common_voice_en_32269931.mp3	Johannes Terho was vice president of the Finnish Chess Federation.	fifties	male_masculine	England English
09f6eb49ac59d66919189af0aa0c173b8fbd9996c736a40d237a946d8480ea4709d908aed0d96a03f0e549a61890d821f3ec66d9f7325da613c966a1e1cf94d2	common_voice_en_32269932.mp3	She was also cast in Wild Guys.	fifties	male_masculine	England English
0b66e8e83e5d26a18e312920bcc1600bd46a4ca2f6a8edeff12ffb4e59b66e63fb12fe061588eab04b2694d693c45f01b39dd8498660cd5cfb0246de8fbca911	common_voice_en_22368725.mp3	The name Baidicheng literally means White Emperor City.	twenties	male_masculine	England English
0f9eaf7f113ecfe56e1e0e2a6e7e40701dcb4fa199b8f2db0135a4cfe24e88a0e7438671665c4e448d029df952adbb86876b615eda4ad6b8fe94de043234b725	common_voice_en_33974435.mp3	Some of the interior shots took place at the Beykoz Shoe Factory.	thirties	male_masculine	United States English
0f9eaf7f113ecfe56e1e0e2a6e7e40701dcb4fa199b8f2db0135a4cfe24e88a0e7438671665c4e448d029df952adbb86876b615eda4ad6b8fe94de043234b725	common_voice_en_33974437.mp3	He is voiced by Yoshimasa Hosoya in Japanese and Kaiji Tang in English.	thirties	male_masculine	United States English
130a57d8f16031a9d4d0e28883bc377a08000babe9872e23203c2964afe9d1f773336720c07910c3db35c36f5f584365f55e86848d82c97cb580decbf32c205c	common_voice_en_19599191.mp3	All of the castaways appeared as other characters within the dream.	twenties	male_masculine	Canadian English
1514d25318055208d45730bfb6f0391af99036e7778e7880820cc4b9376b707390ceebdfa47ec963fe4345d50eeb76bea2c132f30cd30efbff55487e67ff3e62	common_voice_en_102385.mp3	In my book of memory	fifties	female_feminine	United States English
15dfa52415673c296355838b8851521175741c007aa0cd5a39439be0f430bc314ff63c1b820b3d6bf60ec24a22f360e9f7ec16bb7d80c7d883969964d275e76b	common_voice_en_568147.mp3	This time I'm sure of it!	twenties	male_masculine	England English
15ed34d59e1bc08d510ee50246d8eec51d87cc531820ae23f3de72c68242300dd9eaafa18fa095ab3fe4101ea96f92e29af11578dbb0c05c26972af7034d95be	common_voice_en_33606184.mp3	She taught at Xinjiang University prior to her detention.	twenties	male_masculine	United States English
15ed34d59e1bc08d510ee50246d8eec51d87cc531820ae23f3de72c68242300dd9eaafa18fa095ab3fe4101ea96f92e29af11578dbb0c05c26972af7034d95be	common_voice_en_33606185.mp3	The day after the election was also her birthday.	twenties	male_masculine	United States English
15ed34d59e1bc08d510ee50246d8eec51d87cc531820ae23f3de72c68242300dd9eaafa18fa095ab3fe4101ea96f92e29af11578dbb0c05c26972af7034d95be	common_voice_en_33606187.mp3	Kareem Daniel grew up on the South Side of Chicago.	twenties	male_masculine	United States English
1718172ff8ba6c1f0882843ea04fb8cb575beabb524fc0395818d2ea105bd965037079b3f1989e96bab93b7122df159e678a2a770cd7239711226755890a8597	common_voice_en_36516965.mp3	Alasheyev at the control.	twenties	male_masculine	United States English
1718172ff8ba6c1f0882843ea04fb8cb575beabb524fc0395818d2ea105bd965037079b3f1989e96bab93b7122df159e678a2a770cd7239711226755890a8597	common_voice_en_36516966.mp3	The old name of Biratnagar was Gograha Bazaar.	twenties	male_masculine	United States English
1718172ff8ba6c1f0882843ea04fb8cb575beabb524fc0395818d2ea105bd965037079b3f1989e96bab93b7122df159e678a2a770cd7239711226755890a8597	common_voice_en_36516967.mp3	The following day he bet heavily on a horse, and lost.	twenties	male_masculine	United States English
1718172ff8ba6c1f0882843ea04fb8cb575beabb524fc0395818d2ea105bd965037079b3f1989e96bab93b7122df159e678a2a770cd7239711226755890a8597	common_voice_en_36516968.mp3	My attention was called to this subject by Mr. W. Wyse.	twenties	male_masculine	United States English
18e072596451be027a7dd72dd73255474c707e18f086f07e4ab5905f49acdba77cfbdf0fb7d209b186f85fb1986bcf2f51a20f03dea945b666c3238eda1d6c9a	common_voice_en_19793987.mp3	Furler formed the Newsboys, with friends George Perdikis, Sean Taylor, and John James.	fourties	female_feminine	United States English
1a2cacd4c67ba9001d44e3cf0ec327ab480e79b7ff0fd3bde7aa8d40bedee85df53218d90e194cd62554a01fb42840fd87885ee60b3b00c3b86a961f560bbcfe	common_voice_en_36951323.mp3	Restricted breathing, joint stiffness, and heart disease are also common.	twenties	male_masculine	United States English
